Event_ID,Station,Date,Year,JulianDay,HF_Time,Swell_Time,SwellMetric,HF_Count,Swell_Count,Swell_Amp_Z,Swell_Amp_N,HF_Amp_Z,HF_Amp_N,Thresh_HF,Thresh_SwellZ
4,DR02,12/1/14,2014,335,12/1/14 18:11,12/1/14 18:21,3.425570054,5,22,6.78E-06,2.51E-06,1.03E-08,1.66E-08,1.66E-07,2.25E-05
6,DR02,12/6/14,2014,340,12/6/14 23:31,12/6/14 23:31,9.246746832,6,19,7.23E-05,6.71E-06,1.10E-07,6.98E-08,4.06E-07,2.76E-05
13,DR02,12/11/14,2014,345,12/11/14 10:42,12/11/14 16:15,5.105335465,14,23,9.67E-06,5.10E-06,2.54E-08,3.78E-08,4.12E-07,3.33E-05
11,DR02,12/15/14,2014,349,12/15/14 22:13,12/15/14 22:07,4.5442909,25,30,3.06E-05,1.88E-05,4.88E-08,6.27E-08,5.37E-07,0.000159321
20,DR02,12/15/14,2014,349,12/15/14 23:41,12/15/14 23:50,3.760592418,25,30,3.14E-05,1.24E-05,6.18E-08,8.16E-08,5.37E-07,0.000159321
2,DR02,12/19/14,2014,353,12/19/14 15:39,12/19/14 15:01,5.258471914,4,34,2.89E-05,1.40E-05,9.00E-09,2.18E-08,1.81E-07,0.000103445
16,DR02,12/21/14,2014,355,12/21/14 0:46,12/21/14 0:42,4.072001762,26,31,1.77E-05,1.09E-05,2.39E-08,3.88E-08,2.28E-07,0.000118984
5,DR02,12/23/14,2014,357,12/23/14 7:08,12/23/14 5:46,3.482868824,17,28,3.58E-05,1.69E-05,7.50E-08,1.67E-07,1.68E-06,0.00010809
38,DR02,12/27/14,2014,361,12/27/14 13:45,12/27/14 16:33,3.012752781,41,30,1.66E-05,9.58E-06,1.63E-08,2.32E-08,2.66E-07,7.60E-05
40,DR02,12/27/14,2014,361,12/27/14 23:50,12/27/14 23:48,4.185132112,41,30,2.06E-05,1.09E-05,1.26E-08,1.99E-08,2.66E-07,7.60E-05
2,DR02,1/2/15,2015,2,1/2/15 14:10,1/2/15 14:49,3.498292053,3,27,2.14E-05,1.05E-05,1.36E-07,2.20E-07,8.88E-07,5.97E-05
1,DR02,1/4/15,2015,4,1/4/15 14:28,1/4/15 8:15,3.921273745,1,25,5.33E-05,1.97E-05,2.94E-07,4.70E-07,1.91E-06,0.000126184
21,DR02,1/5/15,2015,5,1/5/15 11:51,1/5/15 7:23,3.079214451,28,31,1.47E-05,8.13E-06,3.44E-08,5.16E-08,4.69E-07,0.000101507
1,DR02,1/6/15,2015,6,1/6/15 2:01,1/6/15 2:01,5.235258469,29,26,7.31E-05,3.29E-05,2.91E-07,3.85E-07,3.04E-06,0.000134448
11,DR02,1/7/15,2015,7,1/7/15 0:12,1/7/15 3:33,6.619252646,31,34,4.78E-05,2.98E-05,3.44E-07,4.96E-07,2.23E-06,0.000238721
2,DR02,1/9/15,2015,9,1/9/15 7:47,1/9/15 7:47,4.052026913,2,31,7.79E-05,3.48E-05,4.51E-07,5.71E-07,2.31E-06,8.55E-05
3,DR02,1/10/15,2015,10,1/10/15 5:10,1/10/15 5:10,6.532897299,7,25,6.17E-05,6.92E-06,2.45E-07,1.48E-07,1.42E-06,6.51E-05
5,DR02,1/11/15,2015,11,1/11/15 10:23,1/11/15 10:24,18.28094645,5,20,0.00010714,9.67E-06,2.79E-07,1.38E-07,9.71E-07,0.000122106
1,DR02,1/14/15,2015,14,1/14/15 16:48,1/14/15 8:23,4.933635363,3,32,5.48E-05,1.68E-05,1.36E-07,1.69E-07,8.32E-07,0.00016669
1,DR02,1/15/15,2015,15,1/15/15 11:36,1/15/15 11:37,4.074128945,3,34,5.21E-05,2.43E-05,2.67E-07,3.66E-07,1.65E-06,7.08E-05
2,DR02,1/15/15,2015,15,1/15/15 13:11,1/15/15 13:11,4.130137925,3,34,2.90E-05,9.74E-06,1.28E-07,1.52E-07,1.65E-06,7.08E-05
2,DR02,1/17/15,2015,17,1/17/15 3:04,1/17/15 3:04,3.008133209,4,30,5.09E-05,1.10E-05,3.33E-07,2.00E-07,1.77E-06,0.000127335
15,DR02,1/19/15,2015,19,1/19/15 23:05,1/19/15 2:05,3.003753437,15,16,2.12E-05,1.23E-05,2.57E-07,3.59E-07,4.29E-06,0.000775428
4,DR02,1/22/15,2015,22,1/22/15 8:32,1/22/15 13:18,3.384324942,41,29,2.95E-05,1.32E-05,2.69E-08,4.64E-08,3.33E-07,0.000131641
23,DR02,1/22/15,2015,22,1/22/15 20:30,1/22/15 20:37,3.852193334,41,29,3.91E-05,1.66E-05,2.58E-08,4.44E-08,3.33E-07,0.000131641
33,DR02,1/22/15,2015,22,1/22/15 21:33,1/22/15 21:40,4.016479855,41,29,2.47E-05,8.18E-06,3.93E-08,6.32E-08,3.33E-07,0.000131641
1,DR02,1/23/15,2015,23,1/23/15 9:53,1/23/15 9:53,5.39762848,4,20,0.000166642,4.23E-05,5.56E-07,1.02E-06,5.41E-06,0.000147382
4,DR02,1/23/15,2015,23,1/23/15 18:45,1/23/15 18:45,10.69171225,4,20,9.67E-05,1.20E-05,7.49E-07,5.96E-07,5.41E-06,0.000147382
4,DR02,1/24/15,2015,24,1/24/15 21:46,1/24/15 21:46,4.678145622,4,13,0.000456942,0.000191242,1.06E-06,1.27E-06,1.37E-05,0.000230953
7,DR02,1/29/15,2015,29,1/29/15 2:25,1/29/15 2:26,3.563868817,11,28,0.000819277,0.000168209,3.63E-07,5.92E-07,5.25E-06,0.002042425
14,DR02,2/3/15,2015,34,2/3/15 18:06,2/3/15 14:16,3.353746824,17,31,0.000130785,4.52E-05,6.97E-08,8.12E-08,5.99E-07,0.000446992
5,DR02,2/7/15,2015,38,2/7/15 20:58,2/7/15 13:42,3.659632401,14,41,0.00016277,3.54E-05,2.11E-07,2.99E-07,3.28E-06,0.001117379
14,DR02,2/9/15,2015,40,2/9/15 11:12,2/9/15 12:33,3.159886256,29,41,0.000132311,3.01E-05,7.19E-08,1.08E-07,1.38E-06,0.000409968
12,DR02,2/12/15,2015,43,2/12/15 2:19,2/12/15 4:09,3.712240863,24,35,0.000196354,5.79E-05,3.99E-08,5.58E-08,3.44E-07,0.000582691
4,DR02,2/19/15,2015,50,2/19/15 22:57,2/19/15 22:58,6.855858552,4,28,0.000610957,0.000152804,9.22E-07,1.12E-06,6.44E-06,0.001292897
9,DR02,2/22/15,2015,53,2/22/15 8:33,2/22/15 9:24,3.429474683,34,37,0.00011041,4.79E-05,5.80E-07,7.20E-07,8.09E-06,0.000541421
21,DR02,2/22/15,2015,53,2/22/15 9:40,2/22/15 9:24,3.754069751,34,37,0.000136385,4.18E-05,4.65E-07,6.36E-07,8.09E-06,0.000541421
1,DR02,2/24/15,2015,55,2/24/15 16:04,2/24/15 16:05,3.9329972,1,47,0.00026194,0.000111587,6.34E-07,8.90E-07,3.45E-06,0.000534307
24,DR02,3/2/15,2015,61,3/2/15 18:29,3/2/15 11:52,3.072291031,37,35,8.52E-05,2.84E-05,5.21E-08,5.65E-08,3.36E-07,0.000243141
1,DR02,3/10/15,2015,69,3/10/15 5:49,3/10/15 5:49,3.19324544,1,28,8.53E-05,3.15E-05,5.76E-07,8.20E-07,3.23E-06,0.000121424
1,DR02,3/12/15,2015,71,3/12/15 8:31,3/12/15 8:31,7.479077288,4,15,0.000155968,5.02E-05,6.44E-07,8.03E-07,9.25E-06,0.000124061
2,DR02,3/12/15,2015,71,3/12/15 9:27,3/12/15 9:45,12.82002819,4,15,5.31E-05,2.28E-05,3.33E-07,4.82E-07,9.25E-06,0.000124061
3,DR02,3/12/15,2015,71,3/12/15 9:45,3/12/15 9:45,24.91631933,4,15,0.000197633,6.76E-05,7.93E-07,9.06E-07,9.25E-06,0.000124061
4,DR02,3/12/15,2015,71,3/12/15 13:37,3/12/15 13:37,5.566710062,4,15,0.000158146,7.38E-05,1.60E-06,2.13E-06,9.25E-06,0.000124061
46,DR02,3/14/15,2015,73,3/14/15 18:46,3/14/15 10:28,3.230638717,55,34,1.55E-05,6.70E-06,7.69E-08,9.17E-08,4.19E-07,9.77E-05
49,DR02,3/14/15,2015,73,3/14/15 19:03,3/14/15 10:28,3.263978721,55,34,1.50E-05,8.83E-06,7.46E-08,8.79E-08,4.19E-07,9.77E-05
48,DR02,3/15/15,2015,74,3/15/15 2:46,3/15/15 2:57,4.564456767,50,26,1.30E-05,1.35E-05,3.55E-08,4.36E-08,2.59E-07,6.16E-05
4,DR02,3/16/15,2015,75,3/16/15 10:08,3/16/15 18:54,5.072363019,38,28,2.04E-05,8.44E-06,4.77E-08,6.62E-08,3.97E-07,0.000204342
6,DR02,3/16/15,2015,75,3/16/15 10:21,3/16/15 18:54,5.539754803,38,28,2.06E-05,7.12E-06,4.97E-08,6.94E-08,3.97E-07,0.000204342
9,DR02,3/20/15,2015,79,3/20/15 1:18,3/20/15 5:37,3.287351317,56,30,5.73E-05,1.21E-05,4.75E-08,5.97E-08,3.34E-07,0.000247562
43,DR02,3/20/15,2015,79,3/20/15 10:48,3/20/15 10:57,3.261055845,56,30,4.97E-05,1.77E-05,5.56E-08,6.64E-08,3.34E-07,0.000247562
1,DR02,3/23/15,2015,82,3/23/15 12:30,3/23/15 12:31,8.031846491,1,31,4.86E-05,2.17E-05,2.44E-07,3.44E-07,1.41E-06,6.99E-05
2,DR02,4/2/15,2015,92,4/2/15 14:25,4/2/15 14:25,4.898741243,3,18,8.10E-05,1.58E-05,2.45E-07,1.17E-07,4.89E-07,0.00010361
25,DR02,4/3/15,2015,93,4/3/15 1:39,4/3/15 1:31,3.026725319,45,29,1.95E-05,1.33E-05,4.39E-08,5.28E-08,2.45E-07,9.44E-05
30,DR02,4/3/15,2015,93,4/3/15 2:24,4/3/15 2:25,3.678683704,45,29,4.13E-05,7.68E-06,4.20E-08,4.99E-08,2.45E-07,9.44E-05
11,DR02,4/4/15,2015,94,4/4/15 4:55,4/4/15 18:35,3.382541409,50,31,2.37E-05,3.73E-06,4.49E-08,4.89E-08,2.44E-07,7.41E-05
39,DR02,4/4/15,2015,94,4/4/15 11:33,4/4/15 18:35,4.087876622,50,31,2.14E-05,8.66E-06,4.53E-08,4.66E-08,2.44E-07,7.41E-05
1,DR02,4/5/15,2015,95,4/5/15 9:22,4/5/15 9:23,3.770731961,2,28,6.80E-05,1.96E-05,1.73E-07,1.17E-07,4.74E-07,8.38E-05
1,DR02,4/10/15,2015,100,4/10/15 12:24,4/10/15 12:24,8.444268121,2,22,7.16E-05,2.16E-05,3.68E-07,4.09E-07,4.11E-06,7.93E-05
2,DR02,4/10/15,2015,100,4/10/15 12:37,4/10/15 12:37,10.1214494,2,22,0.000100972,4.50E-05,8.91E-07,1.05E-06,4.11E-06,7.93E-05
1,DR02,4/11/15,2015,101,4/11/15 4:25,4/11/15 4:25,4.581085287,1,23,4.41E-05,2.22E-05,3.54E-07,5.12E-07,1.57E-06,4.36E-05
1,DR02,4/12/15,2015,102,4/12/15 3:04,4/12/15 3:05,40.76320849,2,22,4.61E-05,6.62E-06,2.58E-07,1.66E-07,6.38E-07,4.30E-05
6,DR02,4/16/15,2015,106,4/16/15 9:19,4/16/15 9:12,3.38514392,12,31,2.95E-05,9.02E-06,1.28E-08,1.93E-08,2.11E-07,6.36E-05
9,DR02,4/16/15,2015,106,4/16/15 12:50,4/16/15 12:06,4.319178414,12,31,1.85E-05,1.02E-05,7.74E-09,1.17E-08,2.11E-07,6.36E-05
10,DR02,4/16/15,2015,106,4/16/15 13:05,4/16/15 12:06,6.121081304,12,31,2.12E-05,1.09E-05,6.95E-09,1.26E-08,2.11E-07,6.36E-05
7,DR02,4/18/15,2015,108,4/18/15 2:30,4/18/15 0:05,3.312651073,15,27,3.75E-05,1.39E-05,7.60E-08,1.51E-07,5.60E-07,9.27E-05
5,DR02,4/19/15,2015,109,4/19/15 6:44,4/19/15 0:08,3.537737185,5,27,1.93E-05,5.19E-06,1.66E-08,2.90E-08,2.83E-07,0.000115202
1,DR02,4/22/15,2015,112,4/22/15 6:50,4/22/15 6:50,9.064783563,2,11,0.000273267,9.37E-05,1.55E-06,2.03E-06,1.13E-05,0.000128343
2,DR02,4/22/15,2015,112,4/22/15 8:12,4/22/15 8:12,13.07641458,2,11,0.000177576,6.42E-05,1.54E-06,1.79E-06,1.13E-05,0.000128343
1,DR02,4/25/15,2015,115,4/25/15 13:16,4/25/15 14:07,4.0628186,9,26,2.76E-05,1.15E-05,1.96E-08,5.34E-08,2.64E-07,8.13E-05
5,DR02,4/25/15,2015,115,4/25/15 14:41,4/25/15 15:01,3.043637089,9,26,9.87E-06,5.37E-06,2.34E-08,6.26E-08,2.64E-07,8.13E-05
1,DR02,4/28/15,2015,118,4/28/15 3:37,4/28/15 3:37,5.630098234,1,25,0.000170322,1.70E-05,5.17E-07,2.48E-07,1.09E-06,0.000109064
7,DR02,4/30/15,2015,120,4/30/15 14:41,4/30/15 15:50,3.381189352,11,29,1.51E-05,5.05E-06,1.15E-08,2.21E-08,2.87E-07,4.38E-05
7,DR02,5/2/15,2015,122,5/2/15 21:09,5/2/15 21:15,3.027912811,12,30,2.10E-05,8.41E-06,1.86E-08,5.80E-08,2.44E-07,9.09E-05
1,DR02,5/5/15,2015,125,5/5/15 4:15,5/5/15 1:01,3.306529091,48,17,1.28E-05,5.92E-06,1.39E-08,2.03E-08,3.52E-07,4.50E-05
13,DR02,5/5/15,2015,125,5/5/15 6:33,5/5/15 9:43,3.793792654,48,17,1.23E-05,4.65E-06,2.60E-08,3.27E-08,3.52E-07,4.50E-05
31,DR02,5/5/15,2015,125,5/5/15 18:47,5/5/15 18:51,3.001106095,48,17,2.02E-05,8.22E-06,3.06E-08,5.59E-08,3.52E-07,4.50E-05
34,DR02,5/5/15,2015,125,5/5/15 19:04,5/5/15 18:52,3.409126444,48,17,8.78E-06,8.03E-06,2.95E-08,5.34E-08,3.52E-07,4.50E-05
35,DR02,5/5/15,2015,125,5/5/15 19:08,5/5/15 19:20,4.635649107,48,17,1.72E-05,5.67E-06,4.25E-08,6.47E-08,3.52E-07,4.50E-05
17,DR02,5/6/15,2015,126,5/6/15 1:11,5/6/15 5:09,3.180349203,42,24,1.11E-05,5.31E-06,3.32E-08,4.99E-08,2.79E-07,5.21E-05
32,DR02,5/6/15,2015,126,5/6/15 4:42,5/6/15 5:09,3.845745062,42,24,1.22E-05,6.35E-06,1.18E-08,2.17E-08,2.79E-07,5.21E-05
40,DR02,5/6/15,2015,126,5/6/15 13:32,5/6/15 13:34,3.145206779,42,24,1.78E-05,7.67E-06,3.23E-08,5.56E-08,2.79E-07,5.21E-05
3,DR02,5/9/15,2015,129,5/9/15 11:02,5/9/15 11:20,3.806890838,13,30,1.75E-05,6.76E-06,4.62E-08,7.42E-08,2.90E-07,7.10E-05
12,DR02,5/11/15,2015,131,5/11/15 9:49,5/11/15 8:31,3.788853489,23,29,1.24E-05,5.95E-06,2.63E-08,5.06E-08,4.06E-07,5.50E-05
5,DR02,5/13/15,2015,133,5/13/15 2:43,5/13/15 5:14,4.185396481,26,23,6.41E-06,2.33E-06,1.74E-08,2.98E-08,2.08E-07,4.04E-05
15,DR02,5/13/15,2015,133,5/13/15 3:38,5/13/15 5:14,4.833973671,26,23,1.36E-05,5.62E-06,1.97E-08,3.45E-08,2.08E-07,4.04E-05
19,DR02,5/17/15,2015,137,5/17/15 1:08,5/17/15 7:45,3.388293692,25,26,8.87E-06,5.81E-06,8.70E-08,1.58E-07,8.19E-07,3.92E-05
12,DR02,5/18/15,2015,138,5/18/15 14:40,5/18/15 14:58,3.192578203,13,23,9.67E-06,4.26E-06,5.07E-08,8.42E-08,5.74E-07,5.03E-05
4,DR02,5/19/15,2015,139,5/19/15 7:24,5/19/15 9:14,3.89770749,36,26,1.91E-05,1.61E-05,2.80E-08,4.50E-08,6.23E-07,0.000103277
31,DR02,5/19/15,2015,139,5/19/15 22:22,5/19/15 18:31,3.290231318,36,26,1.06E-05,5.59E-06,1.04E-07,1.40E-07,6.23E-07,0.000103277
32,DR02,5/19/15,2015,139,5/19/15 22:23,5/19/15 18:31,4.431450103,36,26,8.71E-06,9.46E-06,1.28E-07,1.56E-07,6.23E-07,0.000103277
8,DR02,5/20/15,2015,140,5/20/15 14:05,5/20/15 7:00,4.362256563,56,29,1.68E-05,5.77E-06,7.53E-08,9.53E-08,6.12E-07,8.81E-05
37,DR02,5/20/15,2015,140,5/20/15 19:49,5/20/15 7:00,3.235282726,56,29,1.38E-05,5.89E-06,1.08E-07,1.26E-07,6.12E-07,8.81E-05
39,DR02,5/20/15,2015,140,5/20/15 19:52,5/20/15 7:00,3.941512934,56,29,1.27E-05,8.10E-06,1.30E-07,1.49E-07,6.12E-07,8.81E-05
50,DR02,5/20/15,2015,140,5/20/15 20:17,5/20/15 7:00,3.071051904,56,29,8.93E-06,6.75E-06,1.20E-07,1.41E-07,6.12E-07,8.81E-05
56,DR02,5/20/15,2015,140,5/20/15 20:47,5/20/15 7:00,4.082423775,56,29,1.39E-05,7.08E-06,9.43E-08,1.13E-07,6.12E-07,8.81E-05
4,DR02,5/21/15,2015,141,5/21/15 0:11,5/21/15 1:58,3.584694769,47,26,1.27E-05,7.56E-06,9.05E-08,7.42E-08,3.94E-07,3.98E-05
5,DR02,5/21/15,2015,141,5/21/15 0:16,5/21/15 1:58,4.965394045,47,26,1.01E-05,6.60E-06,9.82E-08,7.88E-08,3.94E-07,3.98E-05
23,DR02,5/21/15,2015,141,5/21/15 1:09,5/21/15 1:58,3.027384619,47,26,8.17E-06,5.37E-06,9.06E-08,7.04E-08,3.94E-07,3.98E-05
1,DR02,5/22/15,2015,142,5/22/15 10:19,5/22/15 9:48,3.571929524,49,25,8.28E-06,3.62E-06,3.47E-08,3.58E-08,2.66E-07,3.05E-05
2,DR02,5/22/15,2015,142,5/22/15 10:28,5/22/15 9:48,3.318478725,49,25,9.27E-06,6.75E-06,4.74E-08,4.35E-08,2.66E-07,3.05E-05
38,DR02,5/22/15,2015,142,5/22/15 12:44,5/22/15 13:33,7.013611315,49,25,1.13E-05,5.11E-06,4.77E-08,4.84E-08,2.66E-07,3.05E-05
41,DR02,5/22/15,2015,142,5/22/15 12:51,5/22/15 13:33,3.251298415,49,25,7.26E-06,3.82E-06,4.99E-08,5.10E-08,2.66E-07,3.05E-05
45,DR02,5/23/15,2015,143,5/23/15 21:05,5/23/15 21:24,3.258970124,64,24,1.01E-05,4.00E-06,6.50E-08,7.04E-08,5.48E-07,2.88E-05
30,DR02,5/24/15,2015,144,5/24/15 3:12,5/24/15 0:29,3.075841669,57,22,1.31E-05,8.35E-06,9.62E-08,8.39E-08,4.82E-07,3.71E-05
40,DR02,5/24/15,2015,144,5/24/15 5:27,5/24/15 9:59,3.153847232,57,22,4.44E-06,4.31E-06,1.08E-07,7.80E-08,4.82E-07,3.71E-05
41,DR02,5/24/15,2015,144,5/24/15 5:33,5/24/15 9:59,3.291454567,57,22,5.74E-06,2.62E-06,1.10E-07,8.14E-08,4.82E-07,3.71E-05
16,DR02,5/25/15,2015,145,5/25/15 14:23,5/25/15 14:12,3.294563255,51,33,2.43E-05,1.37E-05,4.04E-08,4.68E-08,2.58E-07,5.32E-05
17,DR02,5/25/15,2015,145,5/25/15 14:25,5/25/15 14:12,4.548141621,51,33,1.40E-05,3.61E-06,4.12E-08,4.33E-08,2.58E-07,5.32E-05
36,DR02,5/25/15,2015,145,5/25/15 16:53,5/25/15 17:17,3.19852038,51,33,1.47E-05,8.09E-06,2.99E-08,3.39E-08,2.58E-07,5.32E-05
13,DR02,5/27/15,2015,147,5/27/15 14:47,5/27/15 15:27,4.809244503,32,28,2.06E-05,1.28E-05,2.30E-08,3.52E-08,1.76E-07,0.000118568
27,DR02,6/1/15,2015,152,6/1/15 7:14,6/1/15 6:46,4.294072216,42,28,1.19E-05,5.62E-06,3.84E-08,4.36E-08,3.08E-07,4.57E-05
36,DR02,6/1/15,2015,152,6/1/15 12:51,6/1/15 10:34,4.535756156,42,28,9.54E-06,4.95E-06,4.47E-08,5.47E-08,3.08E-07,4.57E-05
41,DR02,6/1/15,2015,152,6/1/15 20:46,6/1/15 19:50,3.177458193,42,28,9.58E-06,3.26E-06,3.95E-08,4.94E-08,3.08E-07,4.57E-05
13,DR02,6/3/15,2015,154,6/3/15 0:58,6/3/15 0:28,4.685611366,63,29,1.22E-05,8.05E-06,4.72E-08,6.32E-08,5.50E-07,2.63E-05
24,DR02,6/3/15,2015,154,6/3/15 6:31,6/3/15 7:07,3.408394813,63,29,8.24E-06,5.10E-06,4.66E-08,5.64E-08,5.50E-07,2.63E-05
25,DR02,6/3/15,2015,154,6/3/15 6:33,6/3/15 7:07,5.052947036,63,29,4.55E-06,4.27E-06,5.44E-08,6.78E-08,5.50E-07,2.63E-05
53,DR02,6/3/15,2015,154,6/3/15 18:25,6/3/15 18:41,3.137226366,63,29,8.06E-06,5.13E-06,5.32E-08,5.98E-08,5.50E-07,2.63E-05
54,DR02,6/3/15,2015,154,6/3/15 18:29,6/3/15 18:41,3.641831135,63,29,7.44E-06,4.92E-06,5.06E-08,5.01E-08,5.50E-07,2.63E-05
8,DR02,6/4/15,2015,155,6/4/15 2:28,6/4/15 2:40,3.635158953,25,22,6.17E-06,3.65E-06,2.21E-08,3.36E-08,2.93E-07,3.22E-05
8,DR02,6/7/15,2015,158,6/7/15 6:51,6/7/15 4:18,3.281750081,19,16,9.02E-06,5.88E-06,6.19E-08,8.21E-08,5.40E-07,4.60E-05
53,DR02,6/10/15,2015,161,6/10/15 19:51,6/10/15 19:25,4.250956783,53,22,1.30E-05,7.86E-06,3.45E-08,4.06E-08,5.56E-07,3.63E-05
5,DR02,6/11/15,2015,162,6/11/15 1:59,6/11/15 12:38,3.720547301,25,27,8.92E-06,6.03E-06,3.68E-08,4.88E-08,3.47E-07,0.000126188
8,DR02,6/12/15,2015,163,6/12/15 14:56,6/12/15 7:14,3.528426485,17,31,1.47E-05,4.22E-06,2.10E-08,3.13E-08,2.73E-07,0.000102387
10,DR02,6/12/15,2015,163,6/12/15 15:09,6/12/15 7:14,3.027684671,17,31,1.29E-05,4.40E-06,3.37E-08,5.52E-08,2.73E-07,0.000102387
3,DR02,6/13/15,2015,164,6/13/15 8:59,6/13/15 8:55,3.726038408,8,22,1.19E-05,4.51E-06,7.97E-09,1.05E-08,1.30E-07,5.01E-05
6,DR02,6/13/15,2015,164,6/13/15 17:50,6/13/15 17:56,4.308962268,8,22,1.69E-05,5.15E-06,1.59E-08,2.85E-08,1.30E-07,5.01E-05
7,DR02,6/16/15,2015,167,6/16/15 15:43,6/16/15 15:55,4.367104721,21,27,1.24E-05,7.72E-06,7.28E-09,1.95E-08,7.42E-08,6.62E-05
2,DR02,6/17/15,2015,168,6/17/15 14:41,6/17/15 14:41,5.950532446,2,16,0.000162133,4.29E-05,6.15E-07,6.46E-07,4.79E-06,9.11E-05
30,DR02,6/19/15,2015,170,6/19/15 23:45,6/19/15 4:05,4.075356013,32,27,1.21E-05,5.57E-06,4.50E-08,5.92E-08,3.63E-07,5.38E-05
1,DR02,6/20/15,2015,171,6/20/15 8:44,6/20/15 8:42,5.419875717,56,23,9.25E-06,7.02E-06,7.82E-08,8.21E-08,6.56E-07,3.37E-05
2,DR02,6/21/15,2015,172,6/21/15 0:07,6/21/15 0:23,3.700553829,36,25,1.51E-05,9.50E-06,7.37E-08,9.26E-08,7.90E-07,3.10E-05
10,DR02,6/21/15,2015,172,6/21/15 2:25,6/21/15 2:10,3.470495207,36,25,1.26E-05,9.26E-06,7.15E-08,9.43E-08,7.90E-07,3.10E-05
1,DR02,6/22/15,2015,173,6/22/15 3:07,6/22/15 6:55,3.363488815,4,26,9.22E-06,6.91E-06,1.33E-08,2.65E-08,2.87E-07,3.60E-05
1,DR02,6/23/15,2015,174,6/23/15 15:36,6/23/15 15:36,4.451198798,1,18,0.000180216,8.83E-05,4.77E-06,5.98E-06,2.20E-05,4.17E-05
3,DR02,6/26/15,2015,177,6/26/15 21:24,6/26/15 21:30,3.495649616,16,25,6.57E-06,3.45E-06,7.00E-08,1.19E-07,8.23E-07,3.30E-05
1,DR02,6/28/15,2015,179,6/28/15 3:43,6/28/15 3:44,21.29316284,1,19,7.57E-05,3.76E-05,3.94E-07,6.61E-07,2.88E-06,5.12E-05
1,DR02,7/1/15,2015,182,7/1/15 0:00,7/1/15 0:09,7.304843709,31,27,7.14E-06,4.25E-06,7.65E-08,1.18E-07,3.96E-07,4.90E-05
9,DR02,7/1/15,2015,182,7/1/15 6:53,7/1/15 7:09,3.318754214,31,27,1.72E-05,7.06E-06,3.65E-08,4.42E-08,3.96E-07,4.90E-05
18,DR02,7/1/15,2015,182,7/1/15 12:30,7/1/15 7:17,4.346552519,31,27,1.13E-05,8.40E-06,3.07E-08,3.76E-08,3.96E-07,4.90E-05
7,DR02,7/2/15,2015,183,7/2/15 9:46,7/2/15 9:03,3.477550133,58,27,1.41E-05,5.45E-06,4.72E-08,6.00E-08,5.38E-07,7.00E-05
31,DR02,7/2/15,2015,183,7/2/15 13:10,7/2/15 13:36,4.218286568,58,27,1.68E-05,8.64E-06,4.58E-08,5.78E-08,5.38E-07,7.00E-05
2,DR02,7/3/15,2015,184,7/3/15 3:07,7/3/15 3:22,3.31066912,18,23,1.48E-05,5.73E-06,4.35E-09,1.95E-08,2.07E-07,3.59E-05
